"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"4554",8.37890592310692e-92,0.521343499821932,0.513,0.094,7.56447626738093e-88
"3850",9.54399089063534e-92,-0.673516176593975,0.513,0.746,8.61631497606559e-88
"578",9.6732578478686e-92,-0.601150885280451,0.113,0.459,8.73301718505577e-88
"150",1.06529229037491e-91,-0.646849600373412,0.254,0.576,9.61745879750468e-88
"7141",1.32787317100946e-91,-0.637630787824596,0.434,0.701,1.19880389878734e-87
"5226",1.99506789300409e-91,0.50066203480846,0.498,0.086,1.80114729380409e-87
"7105",2.19760985689986e-91,0.637995711317592,0.71,0.278,1.98400217880919e-87
"5481",2.56516231908885e-91,-0.695750377469064,0.244,0.579,2.31582854167342e-87
"5042",2.63651452508852e-91,-0.547239804008741,0.097,0.455,2.38024531324991e-87
"6875",2.78945811347876e-91,-0.659289550936279,0.005,0.257,2.51832278484863e-87
"2467",2.89447254479225e-91,0.574010932676221,0.591,0.156,2.61312981343844e-87
"6600",2.91869415859278e-91,0.652363120364118,0.841,0.458,2.63499708637756e-87
"846",3.11048934805321e-91,0.378902076290753,1,0.992,2.80814978342244e-87
"879",4.49218882197244e-91,0.56118266784397,0.99,0.899,4.05554806847672e-87
"1630",1.07090483191941e-90,-0.706607746192098,0.726,0.837,9.6681288225684e-87
"1893",1.08107987866127e-90,-0.543217607738406,0.079,0.424,9.7599891445539e-87
"8487",1.29609789881447e-90,-0.721173507005279,0.38,0.656,1.17011718304971e-86
"7463",1.54679092655284e-90,-0.643968437660147,0.356,0.638,1.3964428484919e-86
"2275",1.7891556243782e-90,-0.771221916398593,0.269,0.562,1.61524969768864e-86
"8370",2.38982284067228e-90,-0.831761739922966,0.165,0.501,2.15753206055894e-86
"2709",2.97963356179312e-90,-0.67728622452141,0.466,0.723,2.69001317958683e-86
"376",3.60297511880456e-90,-0.775901743026283,0.434,0.434,3.25276593725675e-86
"3861",3.86051378296106e-90,-0.607752333849465,0.764,0.855,3.48527184325724e-86
"2711",4.52354002918611e-90,-0.539013022608242,0.942,0.914,4.08385193834922e-86
"3210",4.74150505197741e-90,-0.856028342603276,0.303,0.631,4.28063076092521e-86
"5660",5.07432240629719e-90,-0.644245878189854,0.656,0.794,4.5810982684051e-86
"6052",6.04646269158298e-90,-0.455599093674674,0.044,0.364,5.45874651796112e-86
"8577",7.09583945535635e-90,-0.675085064669225,0.271,0.603,6.40612386029572e-86
"5912",7.7310453964169e-90,-0.718090744941172,0.949,0.962,6.97958778388518e-86
"2964",8.38051558840797e-90,0.627407179209678,0.847,0.462,7.56592947321471e-86
"7855",9.57575354673301e-90,-0.611461302222185,0.318,0.618,8.64499030199056e-86
"1095",1.2660535122622e-89,-0.68342217352588,0.252,0.573,1.14299311087032e-85
"4134",1.30684462465254e-89,-0.639759933188945,0.591,0.787,1.17981932713631e-85
"1406",1.37596779416987e-89,-0.647037813038399,0.964,0.951,1.24222372457656e-85
"7115",1.68304023261993e-89,-0.519607369439336,0.115,0.461,1.51944872200928e-85
"7908",1.78904487792075e-89,-0.593762542728042,0.229,0.548,1.61514971578685e-85
"4984",1.93843778442846e-89,0.516105380070371,0.993,0.848,1.75002163178201e-85
"2795",1.99282745144363e-89,-0.767550651553193,0.135,0.455,1.79912462316331e-85
"5850",2.07862177981402e-89,0.532339034944587,0.493,0.086,1.8765797428161e-85
"8939",3.28064032821867e-89,-0.576633517066187,0.02,0.302,2.96176208831582e-85
"8952",3.49939116254168e-89,0.53732640163132,0.584,0.153,3.15925034154263e-85
"7320",3.55975146402578e-89,-0.62181070813785,0.001,0.23,3.21374362172247e-85
"1478",3.59399366327454e-89,-0.639339733013913,0.224,0.583,3.24465747920425e-85
"148",4.06621204527084e-89,-0.627342796448435,0.748,0.854,3.67097623447052e-85
"3895",4.26163915936852e-89,0.52320740152138,0.511,0.098,3.8474078330779e-85
"6317",4.34833494954216e-89,-0.620640914657859,0.844,0.878,3.92567679244666e-85
"2030",6.88203905788624e-89,-0.643878012136569,0.244,0.581,6.2131048614597e-85
"5188",7.10587123132428e-89,0.615421513553239,0.996,0.923,6.41518054763956e-85
"8712",7.18979774697838e-89,-0.398253297840688,0.007,0.258,6.49094940597208e-85
"4991",8.15699486437623e-89,-0.548078983785381,0.09,0.424,7.36413496355886e-85
"6302",9.35576268516544e-89,-0.636567574550949,0.75,0.813,8.44638255216736e-85
"5543",1.35227786104757e-88,0.413025243659164,1,0.987,1.22083645295375e-84
"3192",1.38594173657282e-88,0.611768022439671,0.722,0.291,1.25122819977794e-84
"5847",1.84781120984106e-88,-0.730133085104442,0.281,0.608,1.66820396024451e-84
"8729",1.92954381785586e-88,0.472946459175589,0.47,0.073,1.74199215876027e-84
"4724",2.07528195677226e-88,-0.617788565288548,0.252,0.577,1.873564550574e-84
"4067",2.50902928005288e-88,-0.624823208510951,0.402,0.653,2.26515163403174e-84
"7196",2.61813347534685e-88,0.601692833178121,0.729,0.306,2.36365090154313e-84
"1536",3.72559922810472e-88,-0.533669853517367,0.01,0.271,3.36347098313294e-84
"7180",3.93201527320757e-88,0.608529585128888,0.732,0.306,3.54982338865179e-84
"3774",4.21336540522188e-88,-0.613579341410483,0.057,0.374,3.80382628783431e-84
"8856",4.46328620453289e-88,-0.784209186308249,0.304,0.604,4.02945478545229e-84
"465",5.77420387626371e-88,-0.553710664818707,0.108,0.449,5.21295125949088e-84
"3667",5.830340733861e-88,0.584166616483604,0.972,0.803,5.26363161452971e-84
"2205",6.21553723236294e-88,-0.488938608272312,0.001,0.232,5.61138701337727e-84
"5208",6.44745289184687e-88,0.397825991276738,0.422,0.056,5.82076047075935e-84
"3281",6.46077077317696e-88,0.53372819503143,0.624,0.187,5.83278385402416e-84
"373",6.61998472053685e-88,-0.416083554634123,0.001,0.226,5.97652220570067e-84
"1382",7.92904096560111e-88,-1.11648499067221,0.695,0.784,7.15833818374468e-84
"1687",8.3878956538328e-88,-0.503412998781284,0.054,0.374,7.57259219628026e-84
"8574",8.41207034363143e-88,0.544091741459649,0.993,0.897,7.59441710623046e-84
"8811",8.46958254868845e-88,-0.673029659358988,0.191,0.529,7.64633912495593e-84
"2986",8.75386161136031e-88,-0.660224640268573,0.498,0.726,7.90298626273609e-84
"7113",9.57681893538389e-88,-0.641013416865998,0.482,0.698,8.64595213486458e-84
"1810",9.65313675225631e-88,-0.605356229500876,0.463,0.683,8.714851859937e-84
"2768",9.94368180533875e-88,-0.595109775527144,0.074,0.402,8.97715593385982e-84
"4655",9.96326834596506e-88,-0.64043027772092,0.026,0.313,8.99483866273726e-84
"3954",1.03340678024772e-87,-0.806345537909858,0.387,0.619,9.3295964120764e-84
"3692",1.11831650244403e-87,0.625680014592694,0.946,0.701,1.00961613840647e-83
"2693",1.14100853496592e-87,-0.722538225742797,0.554,0.791,1.03010250536724e-83
"2013",1.39265835739978e-87,-0.676828198623046,0.319,0.64,1.25729196506052e-83
"1832",1.89428695766149e-87,-0.659247447510755,0.132,0.473,1.71016226537679e-83
"8170",2.00876834062921e-87,0.6039631063833,0.916,0.605,1.81351605792005e-83
"8609",2.15525843234786e-87,-0.617711210784039,0.132,0.451,1.94576731272364e-83
"4929",2.89766779379438e-87,-0.777048864014524,0.782,0.889,2.61601448423757e-83
"5863",3.08033020706697e-87,0.568403012004186,0.634,0.202,2.78092211094006e-83
"194",3.16934523930693e-87,-0.597325127532809,0.871,0.906,2.8612848820463e-83
"422",3.27024334442676e-87,0.455321556262926,0.449,0.063,2.95237569134848e-83
"7363",3.94868313571556e-87,0.565443655310153,0.646,0.213,3.56487113492401e-83
"6989",3.95248428367147e-87,-0.517851258212547,0.046,0.357,3.56830281129861e-83
"5636",6.33921926265701e-87,0.565754247608423,0.622,0.188,5.72304715032675e-83
"6286",6.59193373364111e-87,0.63144810450526,0.993,0.919,5.9511977747312e-83
"8927",7.44310459689938e-87,0.620349386171489,0.953,0.708,6.71963483008076e-83
"686",7.8228718346987e-87,0.651756602434974,0.798,0.371,7.06248869236599e-83
"7161",8.00304414405778e-87,-0.657460638135491,0.439,0.659,7.22514825325536e-83
"8835",8.63534239567011e-87,0.470711527275722,0.511,0.103,7.79598711481097e-83
"8538",1.19022531037727e-86,-0.741115581242296,0.362,0.645,1.0745354102086e-82
"1979",1.41899953742417e-86,-0.808979557864969,0.126,0.442,1.28107278238654e-82
"7337",1.43363747101717e-86,0.639337886284542,0.948,0.69,1.2942879088343e-82
"820",1.59660764124169e-86,-0.717556806928916,0.572,0.785,1.441417378513e-82
"4820",1.661313234305e-86,0.642708749269306,0.756,0.337,1.49983358793056e-82
"6689",1.98532111909538e-86,-0.658662362445221,0.22,0.558,1.7923479063193e-82
"7340",2.71457502295857e-86,0.643427274271169,0.841,0.48,2.450718330727e-82
"288",2.82013912683293e-86,0.586078096567426,0.596,0.167,2.54602160370477e-82
"3945",3.33772096325526e-86,0.610936556314682,0.805,0.407,3.01329448562685e-82
"803",4.6106850093637e-86,-1.07390887222421,0.099,0.43,4.16252642645355e-82
"7313",7.59743286484729e-86,-0.923608191630519,0.401,0.562,6.85896239038414e-82
"6007",1.01172439369109e-85,-0.707896838733903,0.228,0.551,9.13384782624316e-82
"5832",1.13275468600702e-85,-0.482042700849936,0.078,0.389,1.02265093052714e-81
"6998",1.14645287018367e-85,0.52194436594676,0.573,0.152,1.03501765120182e-81
"8273",1.17376766453655e-85,-0.626751942263687,0.412,0.659,1.0596774475436e-81
"2338",1.18874101044383e-85,-0.579155577948161,0.82,0.86,1.07319538422869e-81
"3655",1.27933587055221e-85,-0.611721312836093,0.774,0.848,1.15498442393454e-81
"770",2.00472477702649e-85,-0.515769885820005,0.983,0.941,1.80986552869951e-81
"2961",2.102788225279e-85,-0.594268809679699,0.296,0.612,1.89839720978188e-81
"6157",2.18151934479843e-85,-0.474073113378853,0.023,0.299,1.96947566448402e-81
"5839",2.44262788732396e-85,0.532765998067344,0.661,0.226,2.20520445667607e-81
"7124",2.6026686148382e-85,-0.513799911922546,0.041,0.344,2.34968922547592e-81
"1504",2.88457905148613e-85,-0.553871910499391,0.137,0.471,2.60419796768168e-81
"914",3.38395210278453e-85,-0.597848473494868,0.002,0.228,3.05503195839387e-81
"3587",3.5868968898469e-85,-0.609742079911918,0.3,0.618,3.23825051215378e-81
"662",5.47889912119806e-85,0.57060286690439,0.367,0.025,4.94635012661761e-81
"5085",6.92391917291635e-85,-0.638673578252925,1,0.989,6.25091422930888e-81
"8580",7.19274454125679e-85,-0.586037620291677,0.185,0.531,6.49360977184663e-81
"8145",7.32356765748641e-85,-0.6131379096585,0.726,0.831,6.61171688117873e-81
"6054",8.67727559014368e-85,-0.682303434854466,0.199,0.514,7.83384440278171e-81
