sortid,genelist,drdist,FC,pValues,pAdjusted
1321,FBXW4,0.000184170329422402,0.562932373216204,0.453081151847848,0.999999999999955
2421,TGS1,0.000183437172932797,0.560691417662036,0.453981793981501,0.999999999999955
7330,2810004N23RIK,0.0001831035073333,0.559671540201998,0.454392614276893,0.999999999999955
1833,TNIP2,0.000182854935918251,0.558911760399106,0.454699043401683,0.999999999999955
6569,CCDC82,0.000182407267589823,0.557543423841713,0.455251731210769,0.999999999999955
6302,MBD1,0.00018233539937039,0.557323752478519,0.45534055755358,0.999999999999955
9868,STK25,0.000182172670720703,0.556826358434397,0.455541784665937,0.999999999999955
2345,UQCRQ,0.000182032837875623,0.556398947376483,0.455714811074138,0.999999999999955
8365,CLUH,0.000181621580099641,0.555141902788666,0.456224293396827,0.999999999999955
10966,MSH6,0.000181154381294994,0.553713869659286,0.456804167164332,0.999999999999955
8380,INTS14,0.000179930374973407,0.549972589586633,0.458328894228192,0.999999999999955
5602,BCL2A1D,0.0001792303642484,0.547832946898578,0.459204505190138,0.999999999999955
5236,PLAA,0.00017865276017164,0.54606745060648,0.459928998640788,0.999999999999955
9215,RALGDS,0.000178588002519578,0.545869513300977,0.46001033755801,0.999999999999955
2482,MED28,0.000176082257765325,0.538210490017427,0.463175305024013,0.999999999999955
8676,MFSD5,0.000175617594969467,0.536790208415943,0.463766020802849,0.999999999999955
1306,MRPL34,0.00017550143501402,0.536435155571124,0.463913880101439,0.999999999999955
6913,KPTN,0.000174707104329504,0.534007215854912,0.464926997839203,0.999999999999955
331,DHX33,0.000174231574918205,0.532553719513364,0.465535197164779,0.999999999999955
8969,UBE2Z,0.000173267158041703,0.529605896795333,0.466772595772159,0.999999999999955
5298,SEC24D,0.0001729274763274,0.528567630565529,0.467209680558898,0.999999999999955
10393,MSL1,0.000172568694312949,0.527470982633718,0.46767205576457,0.999999999999955
6162,XRCC6,0.000172094863004964,0.526022676690277,0.468283825433096,0.999999999999955
8392,SCAPER,0.000170017184421843,0.519672074292784,0.470981599280529,0.999999999999955
4719,ELOF1,0.000169441239865299,0.517911650466248,0.471733874452965,0.999999999999955
8765,UST,0.000167881149227982,0.513143099920393,0.473781388577342,0.999999999999955
4418,DPM1,0.000167367187407391,0.511572131630794,0.47445908317917,0.999999999999955
5948,TAF8,0.000167326290827988,0.511447127735911,0.474513075724317,0.999999999999955
8951,GM26740,0.000164902974457608,0.504040053861904,0.477730316106493,0.999999999999955
4493,H6PD,0.000164579620489144,0.503051694784593,0.47816229425334,0.999999999999955
6163,LENG8,0.000164138821307259,0.501704354361472,0.478752199454319,0.999999999999955
5248,SSB,0.000163229258925075,0.498924199099782,0.479973201516056,0.999999999999955
3103,USP34,0.000161901129684674,0.494864658414906,0.481765279591505,0.999999999999955
6429,VPS35,0.000161848549085375,0.494703941313292,0.481836453883997,0.999999999999955
8746,ZFP516,0.000161577041864244,0.493874056256256,0.482204247426501,0.999999999999955
4395,UXS1,0.000160061630194957,0.489242070799823,0.484265594212239,0.999999999999955
1860,MBTPS2,0.000160051547537074,0.489211252293126,0.484279357822899,0.999999999999955
5682,TRAPPC11,0.000157870398923276,0.482544384891884,0.487272069670993,0.999999999999955
3086,RPL35A,0.000157223711382942,0.480567729081194,0.488165271173638,0.999999999999955
2481,AKNA,0.000156926165006871,0.479658253118648,0.488577154696764,0.999999999999955
11125,ACTG1,0.000156658313145732,0.478839540982257,0.488948427564596,0.999999999999955
3719,PLEKHM3,0.000156460384713918,0.478234555791659,0.489223080380977,0.999999999999955
4619,COPS3,0.00015597905855087,0.476763341182307,0.489892059381482,0.999999999999955
